APN,STRNBR,STRDIRECT,STRNAME,STRAPART,STRFRACT,BLDSQFTTAXABLE
063 298202500,20,,STEVENSON AVE,,,2065
063 298202600,40,,STEVENSON AVE,,,1780
063 298300400,70,,WHITAKER AVE,,,1863
063 298300500,80,,WHITAKER AVE,,,1354
063 298300700,1152,,MILLER AVE,,,4077
063 298300800,1156,,MILLER AVE,,,2343
063 298300900,1160,,MILLER AVE,,,2974
063 298301000,0,,MILLER AVE,,,0
063 298301100,1168,,MILLER AVE,,,1584
063 298301200,1172,,MILLER AVE,,,2150
063 298301301,1176,,MILLER AVE,,,2019
063 298301302,1178,,MILLER AVE,,,880
063 298301400,1180,,MILLER AVE,,,1508
063 298301500,1182,,MILLER AVE,,,3765
063 298301600,1186,,MILLER AVE,,,3616
063 298301700,1190,,MILLER AVE,,,1844
063 298301800,2975,,SHASTA RD,,,2497
063 298301901,2971,,SHASTA RD,,,2508
063 298301902,2967,,SHASTA RD,,,1752
063 298302000,2965,,SHASTA RD,,,2471
063 298302100,2961,,SHASTA RD,,,1513
063 298302200,2957,,SHASTA RD,,,1815
063 298302300,2955,,SHASTA RD,,,2316
063 298302400,2951,,SHASTA RD,,,2207
063 298302500,2949,,SHASTA RD,,,2085
063 298302601,2931,,SHASTA RD,,,3014
063 298302800,2925,,SHASTA RD,,,1394
063 298302903,2919,,SHASTA RD,,,1887
063 298303000,2915,,SHASTA RD,,,2372
063 298303101,2909,,SHASTA RD,,,2418
063 298303300,2905,,SHASTA RD,,,1715
063 298303401,2901,,SHASTA RD,,,1621
063 298303600,1195,,STERLING AVE,,,2154
063 298303700,1191,,STERLING AVE,,,1213
063 298303800,1187,,STERLING AVE,,,1480
063 298303900,1185,,STERLING AVE,,,1488
063 298304101,1171,,STERLING AVE,,,3952
063 298304200,1167,,STERLING AVE,,,1668
063 298304300,1165,,STERLING AVE,,,1252
063 298304400,1161,,STERLING AVE,,,1686
063 298304600,24,,WHITAKER AVE,,,3811
063 298304700,22,,WHITAKER AVE,,,3511
063 298304800,20,,WHITAKER AVE,,,4256
063 298304900,50,,WHITAKER AVE,,,0
063 298305000,0,,STERLING AVE,,,0
063 298305100,0,,STERLING AVE,,,0
063 298400104,12,,TWAIN AVE,,,2275
063 298400301,66,,TWAIN AVE,,,1970
063 298400705,1138,,STERLING AVE,,,3432
063 298400804,0,,STERLING AVE,,,0
063 298400805,0,,TWAIN AVE,,,0
063 298400901,1130,,STERLING AVE,,,1832
063 298401100,0,,STERLING AVE,,,0
063 298401200,1144,,STERLING AVE,,,2019
063 298401300,1148,,STERLING AVE,,,1610
063 298401400,1150,,STERLING AVE,,,1700
063 298401500,1156,,STERLING AVE,,,1578
063 298401600,1160,,STERLING AVE,,,2678
063 298401700,1164,,STERLING AVE,,,1653
063 298401800,1168,,STERLING AVE,,,1728
063 298401900,1170,,STERLING AVE,,,2902
063 298402000,1176,,STERLING AVE,,,1618
063 298402100,1180,,STERLING AVE,,,1760
063 298402200,1184,,STERLING AVE,,,2521
063 298402300,1190,,STERLING AVE,,,1711
063 298402400,1194,,STERLING AVE,,,2515
063 298402500,2899,,SHASTA RD,,,2052
063 298402600,2887,,SHASTA RD,,,1872
063 298402700,2885,,SHASTA RD,,,2708
063 298402800,2881,,SHASTA RD,,,2166
063 298402900,2877,,SHASTA RD,,,2369
063 298403000,2875,,SHASTA RD,,,2041
063 298403100,2853,,SHASTA RD,,,2176
063 298403200,2851,,SHASTA RD,,,2209
063 298403300,2847,,SHASTA RD,,,1702
063 298403400,2845,,SHASTA RD,,,2050
063 298403500,1199,,KEELER AVE,,,1200
063 298403600,1197,,KEELER AVE,,,1832
063 298403700,1195,,KEELER AVE,,,1839
063 298403800,1187,,KEELER AVE,,,2527
063 298403900,1185,,KEELER AVE,,,1344
063 298404000,1183,,KEELER AVE,,,1344
063 298404100,1181,,KEELER AVE,,,0
063 298404200,0,,KEELER AVE,,,0
063 298404300,1175,,KEELER AVE,,,2256
063 298404400,1173,,KEELER AVE,,,1492
063 298404500,1169,,KEELER AVE,,,2198
063 298404600,1165,,KEELER AVE,,,982
063 298404700,1163,,KEELER AVE,,,1824
063 298404800,1159,,KEELER AVE,,,2441
063 298404900,1155,,KEELER AVE,,,2199
063 298405000,1153,,KEELER AVE,,,3012
063 298405100,1151,,KEELER AVE,,,1920
063 298405200,0,,KEELER AVE,,,0
063 298405300,1139,,KEELER AVE,,,0
063 298405401,1133,,KEELER AVE,,,0
063 298405500,68,,TWAIN AVE,,,1380
063 298405600,70,,TWAIN AVE,,,2825
063 298500101,1119,,CRAGMONT AVE,,,0
063 298500201,1119,,CRAGMONT AVE,,,5027
063 298500302,0,,CRAGMONT AVE,,,0
063 298500400,140,,BRET HARTE RD,,,1051
063 298500602,144,,BRET HARTE RD,,,2397
063 298500701,150,,BRET HARTE RD,,,3574
063 298500900,1120,,KEELER AVE,,,1193
063 298501000,1114,,KEELER AVE,,,2338
063 298501100,1112,,KEELER AVE,,,2609
063 298501200,198,,BRET HARTE RD,,,2003
063 298501300,1122,,KEELER AVE,,,2769
063 298501400,1124,,KEELER AVE,,,2301
063 298501500,1126,,KEELER AVE,,,1616
063 298501604,1130,,KEELER AVE,,,2481
063 298501607,1138,,KEELER AVE,,,1791
063 298501608,1134,,KEELER AVE,,,3529
063 298501900,0,,KEELER AVE,,,0
063 298502000,1146,,KEELER AVE,,,1738
063 298502100,1150,,KEELER AVE,,,1898
063 298502200,1154,,KEELER AVE,,,2161
063 298502300,1156,,KEELER AVE,,,3359
063 298502400,1158,,KEELER AVE,,,2233
063 298502500,1160,,KEELER AVE,,,1452
063 298502600,1166,,KEELER AVE,,,2668
063 298502700,1170,,KEELER AVE,,,1334
063 298502800,1176,,KEELER AVE,,,1674
063 298502900,1180,,KEELER AVE,,,2130
063 298503000,1184,,KEELER AVE,,,2103
063 298503202,1188,,KEELER AVE,,,1864
063 298503203,0,,KEELER AVE,,,0
063 298503300,0,,KEELER AVE,,,0
063 298503400,1198,,KEELER AVE,,,1384
063 298503501,2835,,SHASTA RD,,,1599
063 298503701,2827,,SHASTA RD,,,2673
063 298503801,2821,,SHASTA RD,,,2502
063 298503900,2807,,SHASTA RD,,,2372
063 298504000,2801,,SHASTA RD,,,2381
063 298504100,1197,,CRAGMONT AVE,,,5303
063 298504200,0,,CRAGMONT AVE,,,0
063 298504300,0,,CRAGMONT AVE,,,0
063 298504400,0,,CRAGMONT AVE,,,0
063 298504500,0,,CRAGMONT AVE,,,0
063 298504600,1177,,CRAGMONT AVE,,,1597
063 298504700,0,,CRAGMONT AVE,,,0
063 298504800,1171,,CRAGMONT AVE,,,2022
063 298504900,1169,,CRAGMONT AVE,,,3259
063 298505000,1165,,CRAGMONT AVE,,,0
063 298505100,1161,,CRAGMONT AVE,,,2725
063 298505200,1159,,CRAGMONT AVE,,,1362
063 298505301,1157,,CRAGMONT AVE,,,1185
063 298505302,1155,,CRAGMONT AVE,,,1115
063 298505400,1153,,CRAGMONT AVE,,,2361
063 298505500,1149,,CRAGMONT AVE,,,2451
063 298505600,0,,CRAGMONT AVE,,,0
063 298505700,0,,CRAGMONT AVE,,,0
063 298505800,1137,,CRAGMONT AVE,,,2520
063 298505900,1135,,CRAGMONT AVE,,,855
063 298506002,1133,,CRAGMONT AVE,,,0
063 298600200,22,,BRET HARTE RD,,,2187
063 298600301,32,,BRET HARTE RD,,,1507
063 298600400,42,,BRET HARTE RD,,,1623
063 298600500,1106,,CRAGMONT AVE,,,1775
063 298600601,1110,,CRAGMONT AVE,,,3125
063 298600700,1110,,CRAGMONT AVE,,,0
063 298600800,1112,,CRAGMONT AVE,,,3902
063 298600900,1116,,CRAGMONT AVE,,,1420
063 298601101,1120,,CRAGMONT AVE,,,3652
063 298601200,0,,CRAGMONT AVE,,,0
063 298601300,0,,CRAGMONT AVE,,,0
063 298601400,0,,CRAGMONT AVE,,,0
063 298601501,0,,CRAGMONT AVE,,,0
063 298601601,1140,,CRAGMONT AVE,,,1564
063 298601700,1142,,CRAGMONT AVE,,,3183
063 298601800,1146,,CRAGMONT AVE,,,2849
063 298601900,1148,,CRAGMONT AVE,,,1940
063 298602000,1150,,CRAGMONT AVE,,,1725
063 298602100,1154,,CRAGMONT AVE,,,1261
063 298602200,0,,CRAGMONT AVE,,,0
063 298602301,1160,,CRAGMONT AVE,,,3647
063 298602502,1166,,CRAGMONT AVE,,,2293
063 298602503,1168,,CRAGMONT AVE,,,626
063 298602700,1170,,CRAGMONT AVE,,,1464
063 298602800,1174,,CRAGMONT AVE,,,2005
063 298602900,1180,,CRAGMONT AVE,,,1849
063 298603002,0,,CRAGMONT AVE,,,0
063 298603003,1188,,CRAGMONT AVE,,,2357
063 298603402,1194,,CRAGMONT AVE,,,3288
063 298603604,2797,,SHASTA RD,,,2516
063 298603703,2791,,SHASTA RD,,,0
063 298603800,2785,,SHASTA RD,,,2109
063 298603900,0,,SHASTA RD,,,0
063 298604000,0,,SHASTA RD,,,0
063 298604102,1189,,KEITH AVE,,,1160
063 298604103,1187,,KEITH AVE,,,968
063 298604301,1185,,KEITH AVE,,,3593
063 298604501,1179,,KEITH AVE,,,3298
063 298604701,1177,,KEITH AVE,,,3393
063 298604800,1175,,KEITH AVE,,,1080
063 298604900,1173,,KEITH AVE,,,1156
063 298605000,1167,,KEITH AVE,,,968
063 298605101,0,,KEITH AVE,,,0
063 298605102,0,,KEITH AVE,,,0
063 298605200,1161,,KEITH AVE,,,2793
063 298605300,1159,,KEITH AVE,,,2489
063 298605400,0,,KEITH AVE,,,0
063 298605500,1151,,KEITH AVE,,,2053
063 298605600,1147,,KEITH AVE,,,3318
063 298605700,1143,,KEITH AVE,,,2706
063 298605800,1139,,KEITH AVE,,,1005
063 298605900,1135,,KEITH AVE,,,1774
063 298606000,1133,,KEITH AVE,,,1426
063 298606100,1129,,KEITH AVE,,,2979
063 298606200,0,,KEITH AVE,,,0
063 298606300,1125,,KEITH AVE,,,2357
063 298606400,1123,,KEITH AVE,,,1919
063 298606500,1119,,KEITH AVE,,,2759
063 298606600,1117,,KEITH AVE,,,1900
063 298606701,1115,,KEITH AVE,,,1560
063 298606802,0,,KEITH AVE,,,0
063 298606900,0,,KEITH AVE,,,0
063 298607001,1105,,KEITH AVE,,,1746
063 298700100,1063,,EUCLID AVE,,,1832
063 298700200,1078,,KEITH AVE,,,1158
063 298700300,1082,,KEITH AVE,,,1284
063 298700400,1086,,KEITH AVE,,,1595
063 298700500,1088,,KEITH AVE,,,2390
063 298700600,1092,,KEITH AVE,,,2373
063 298700700,1094,,KEITH AVE,,,2373
063 298700800,1096,,KEITH AVE,,,1949
063 298700900,1087,,EUCLID AVE,,,1546
063 298701000,1083,,EUCLID AVE,,,2018
063 298701100,1079,,EUCLID AVE,,,1942
063 298701200,1073,,EUCLID AVE,,,2174
063 298701300,1071,,EUCLID AVE,,,2706
063 298701400,1049,,EUCLID AVE,,,2831
063 298701500,1044,,CRAGMONT AVE,,,2086
063 298701600,1046,,CRAGMONT AVE,,,2520
063 298701700,1050,,CRAGMONT AVE,,,2278
063 298701800,1052,,CRAGMONT AVE,,,1686
063 298701900,1054,,CRAGMONT AVE,,,2668
063 298702000,1056,,CRAGMONT AVE,,,2228
063 298702100,1060,,CRAGMONT AVE,,,2048
063 298702200,1066,,CRAGMONT AVE,,,2186
063 298702300,1068,,CRAGMONT AVE,,,3145
063 298702400,1070,,CRAGMONT AVE,,,2560
063 298702500,1074,,CRAGMONT AVE,,,1424
063 298702602,1076,,CRAGMONT AVE,,,1399
063 298702701,1080,,CRAGMONT AVE,,,3181
063 298703000,1088,,CRAGMONT AVE,,,2568
063 298703101,1090,,CRAGMONT AVE,,,2000
063 298703202,1094,,CRAGMONT AVE,,,1329
063 298703300,51,,BRET HARTE RD,,,2058
063 298703400,47,,BRET HARTE RD,,,3459
063 298703500,31,,BRET HARTE RD,,,1680
063 298703601,21,,BRET HARTE RD,,,3062
063 298703800,0,,KEITH AVE,,,0
063 298703900,1093,,KEITH AVE,,,2009
063 298704000,1091,,KEITH AVE,,,1167
063 298704100,1089,,KEITH AVE,,,1927
063 298704200,1087,,KEITH AVE,,,1928
063 298704300,1085,,KEITH AVE,,,2614
063 298704400,1083,,KEITH AVE,,,2072
063 298704500,1081,,KEITH AVE,,,1353
063 298704600,1079,,KEITH AVE,,,1144
063 298704700,1077,,KEITH AVE,,,1375
063 298704800,1075,,KEITH AVE,,,1043
063 298704900,1059,,EUCLID AVE,,,1494
063 298705000,1053,,EUCLID AVE,,,2151
063 298705101,1082,,CRAGMONT AVE,,,2560
063 298705202,1084,,CRAGMONT AVE,,,3587
063 298800100,1177,,EUCLID AVE,,,1550
063 298800200,1169,,EUCLID AVE,,,4438
063 298800301,1163,,EUCLID AVE,,,2656
063 298800302,1163,,EUCLID AVE,,2021-01-02T00:00:00.000,1993
063 298800400,0,,EUCLID AVE,,,0
063 298800500,0,,EUCLID AVE,,,0
063 298800600,0,,EUCLID AVE,,,0
063 298800801,1149,,EUCLID AVE,,,3560
063 298800900,1147,,EUCLID AVE,,,3339
063 298801000,1141,,EUCLID AVE,,,1928
063 298801100,1139,,EUCLID AVE,,,1844
063 298801200,1135,,EUCLID AVE,,,2214
063 298801300,1133,,EUCLID AVE,,,2030
063 298801401,1129,,EUCLID AVE,,,2419
063 298801500,1125,,EUCLID AVE,,,4643
063 298801600,1121,,EUCLID AVE,,,624
063 298801905,1113,,EUCLID AVE,,,950
063 298801906,1117,,EUCLID AVE,,,3773
063 298802000,1103,,EUCLID AVE,,,0
063 298802100,1101,,EUCLID AVE,,,3420
063 298802200,1099,,EUCLID AVE,,,2231
063 298802300,1093,,EUCLID AVE,,,2124
063 298802400,1098,,KEITH AVE,,,1794
063 298802500,1100,,KEITH AVE,,,2681
063 298802600,1104,,KEITH AVE,,,4661
063 298802700,1106,,KEITH AVE,,,1400
063 298802801,1110,,KEITH AVE,,,2221
063 298803001,0,,KEITH AVE,,,0
063 298803103,1114,,KEITH AVE,,,1661
063 298803201,1118,,KEITH AVE,,,2188
063 298803301,1120,,KEITH AVE,,,1256
063 298803401,0,,KEITH AVE,,,0
063 298803501,1126,,KEITH AVE,,,2338
063 298803601,1130,,KEITH AVE,,,1697
063 298803700,1134,,KEITH AVE,,,1555
063 298803800,1136,,KEITH AVE,,,1968
063 298803900,1138,,KEITH AVE,,,1556
063 298804000,1140,,KEITH AVE,,,2301
063 298804100,1142,,KEITH AVE,,,2457
063 298804200,1144,,KEITH AVE,,,1986
063 298804300,1146,,KEITH AVE,,,1901
063 298804400,1150,,KEITH AVE,,,0
063 298804500,1152,,KEITH AVE,,,3671
063 298804600,1156,,KEITH AVE,,,0
063 298804700,1158,,KEITH AVE,,,1844
063 298804800,1160,,KEITH AVE,,,1680
063 298804900,0,,KEITH AVE,,,0
063 298805206,0,,KEITH AVE,,,0
063 298805207,1168,,KEITH AVE,,,1680
063 298805401,1176,,KEITH AVE,,,3434
063 298805500,1184,,KEITH AVE,,,1102
063 298805600,1194,,KEITH AVE,,,1721
063 298805702,1202,,KEITH AVE,,,2337
063 298805703,1200,,KEITH AVE,,,2272
063 298805801,1196,,KEITH AVE,,,3026
063 298805901,1198,,KEITH AVE,,,2198
063 298806100,1151,,EUCLID AVE,,,2770
063 298806201,1155,,EUCLID AVE,,,4118
063 298806403,1161,,EUCLID AVE,,,1544
063 298806404,0,,EUCLID AVE,,,0
063 298806500,1197,,EUCLID AVE,,,6094
063 298806700,1191,,EUCLID AVE,,,1972
063 298806800,1189,,EUCLID AVE,,,2493
063 298806900,1181,,EUCLID AVE,,,3812
063 298807000,155,,TAMALPAIS RD,,,7512
063 298807100,1195,,EUCLID AVE,1,,1624
063 298807200,1195,,EUCLID AVE,2,,1624
063 298807300,1195,,EUCLID AVE,COM,,0
063 299100100,2854,,SHASTA RD,,,1556
063 299100201,2846,,SHASTA RD,,,1864
063 299100401,2834,,SHASTA RD,,,1825
063 299100500,2826,,SHASTA RD,,,2275
063 299100701,2818,,SHASTA RD,,,2835
063 299100801,2798,,SHASTA RD,,,1210
063 299100901,2806,,SHASTA RD,,,1502
063 299101000,2800,,SHASTA RD,,,1011
063 299101200,2790,,SHASTA RD,,,1762
063 299101400,2792,,SHASTA RD,,,717
063 299101500,2794,,SHASTA RD,,,717
063 299101600,2792,,SHASTA RD,COM,,0
063 299200100,2900,,SHASTA RD,,,2140
063 299200200,2910,,SHASTA RD,,,2745
063 299200300,2916,,SHASTA RD,,,2028
063 299200400,2920,,SHASTA RD,,,2100
063 299200500,2924,,SHASTA RD,,,1344
063 299200600,1200,,QUEENS RD,,,1278
063 299200700,1206,,QUEENS RD,,,2163
063 299200800,1212,,QUEENS RD,,,1911
063 299200901,2860,,SHASTA RD,,,1820
063 299201000,2864,,SHASTA RD,,,1663
063 299201100,2868,,SHASTA RD,,,1606
063 299201200,2870,,SHASTA RD,,,1198
063 299201300,2876,,SHASTA RD,,,2694
063 299201400,2880,,SHASTA RD,,,1510
063 299300100,2970,,SHASTA RD,,,2507
063 299300200,2998,,SHASTA RD,,,1483
063 299300300,1210,,GRIZZLY PEAK BLVD,,,1938
063 299300402,1212,,GRIZZLY PEAK BLVD,,,1729
063 299300403,2960,,SHASTA RD,,,2500
063 299300502,1216,,GRIZZLY PEAK BLVD,,,1556
063 299300503,2958,,SHASTA RD,,,1638
063 299300600,1220,,GRIZZLY PEAK BLVD,,,2019
063 299300701,1230,,GRIZZLY PEAK BLVD,,,3280
063 299300802,1234,,GRIZZLY PEAK BLVD,,,2972
063 299300900,1246,,GRIZZLY PEAK BLVD,,,2414
063 299301100,1254,,GRIZZLY PEAK BLVD,,,2207
063 299301200,1205,,QUEENS RD,,,2142
063 299301300,1201,,QUEENS RD,,,2068
063 299301400,2934,,SHASTA RD,,,1753
063 299301500,2938,,SHASTA RD,,,2427
063 299301600,2940,,SHASTA RD,,,2864
063 299301700,2944,,SHASTA RD,,,1285
063 299301800,2946,,SHASTA RD,,,1859
063 299301900,2950,,SHASTA RD,,,2324
063 299302000,2954,,SHASTA RD,,,1334
063 299302100,2956,,SHASTA RD,,,1775
063 299302200,2964,,SHASTA RD,,,1571
063 299302300,1248,,GRIZZLY PEAK BLVD,,,0
063 299302400,1250,,GRIZZLY PEAK BLVD,,,2257
063 310000100,461,,GRIZZLY PEAK BLVD,,,3701
063 310000201,401,,GRIZZLY PEAK BLVD,,,5967
063 310000501,0,,WOODMONT AVE,,,0
063 310000900,522,,WOODMONT AVE,,,1926
063 310001000,524,,WOODMONT AVE,,,1940
063 310001100,526,,WOODMONT AVE,,,1481
063 310001200,530,,WOODMONT AVE,,,2207
063 310001300,540,,WOODMONT AVE,,,3939
063 310001400,544,,WOODMONT AVE,,,1181
063 310001501,548,,WOODMONT AVE,,,0
063 310001502,554,,WOODMONT AVE,,,1322
063 310001601,558,,WOODMONT AVE,,,1660
063 310001602,560,,WOODMONT AVE,,,2060
063 310001700,562,,WOODMONT AVE,,,1568
063 310001800,566,,WOODMONT AVE,,,1736
063 310001900,570,,WOODMONT AVE,,,1250
063 310002000,572,,WOODMONT AVE,,,2439
063 310002100,3,,ROSEMONT AVE,,,2321
063 310002200,0,,ROSEMONT AVE,,,0
063 310002300,1,,ROSEMONT AVE,,,3494
063 310002400,615,,CRESTON RD,,,3776
063 310002500,595,,GRIZZLY PEAK BLVD,,,1693
063 310002600,585,,GRIZZLY PEAK BLVD,,,2124
063 310002700,581,,GRIZZLY PEAK BLVD,,,2176
063 310002801,575,,GRIZZLY PEAK BLVD,,,2096
063 310002802,579,,GRIZZLY PEAK BLVD,,,2441
063 310002900,0,,GRIZZLY PEAK BLVD,,,0
063 310003000,573,,GRIZZLY PEAK BLVD,,,1936
063 310003100,571,,GRIZZLY PEAK BLVD,,,1474
063 310003200,555,,GRIZZLY PEAK BLVD,,,1882
063 310003300,551,,GRIZZLY PEAK BLVD,,,2858
063 310003400,547,,GRIZZLY PEAK BLVD,,,3294
063 310003500,545,,GRIZZLY PEAK BLVD,,,1713
063 310003600,543,,GRIZZLY PEAK BLVD,,,1432
063 310003700,535,,GRIZZLY PEAK BLVD,,,1600
063 310003800,531,,GRIZZLY PEAK BLVD,,,1341
063 310003900,527,,GRIZZLY PEAK BLVD,,,2203
063 310004000,523,,GRIZZLY PEAK BLVD,,,2718
063 310004100,519,,GRIZZLY PEAK BLVD,,,1791
063 310004200,515,,GRIZZLY PEAK BLVD,,,995
063 310004300,511,,GRIZZLY PEAK BLVD,,,1239
063 310004400,507,,GRIZZLY PEAK BLVD,,,3552
063 310004502,495,,GRIZZLY PEAK BLVD,,,2364
063 310004601,485,,GRIZZLY PEAK BLVD,,,3634
063 310004700,479,,GRIZZLY PEAK BLVD,,,2259
063 310004800,475,,GRIZZLY PEAK BLVD,,,2133
063 310004900,471,,GRIZZLY PEAK BLVD,,,2608
063 310005101,571,,WOODMONT AVE,,,3461
063 310005103,9,,ROSEMONT AVE,,,1500
063 310005104,7,,ROSEMONT AVE,,,1654
063 310005201,581,,WOODMONT AVE,,,3286
063 310005300,515,,WOODMONT AVE,,,1479
063 310005400,540,,WILDCAT CANYON RD,,,2041
063 310005500,544,,WILDCAT CANYON RD,,,2792
063 310005600,548,,WILDCAT CANYON RD,,,1500
063 310005802,552,,WILDCAT CANYON RD,,,2378
063 310005900,556,,WILDCAT CANYON RD,,,1731
063 310006000,549,,VISTAMONT AVE,,,2316
063 310006100,551,,VISTAMONT AVE,,,1898
063 310006302,3,,ROCHDALE WAY,,,1455
063 310006304,574,,WILDCAT CANYON RD,,,1919
063 310006400,4,,ROCHDALE WAY,,,1461
063 310006500,5,,ROCHDALE WAY,,,1818
063 310006601,569,,VISTAMONT AVE,,,2384
063 310006602,567,,VISTAMONT AVE,,,3007
063 310006701,571,,VISTAMONT AVE,,,1320
063 310006702,580,,WILDCAT CANYON RD,,,1850
063 310006801,25,,ROSEMONT AVE,,,1056
063 310006802,25,,ROSEMONT AVE,,,0
063 310007000,575,,VISTAMONT AVE,,,1061
063 310007100,563,,VISTAMONT AVE,,,2943
063 310007200,1,,ROCHDALE WAY,,,1850
063 310007300,561,,VISTAMONT AVE,,,1456
063 310007400,559,,VISTAMONT AVE,,,1776
063 310007500,555,,VISTAMONT AVE,,,1169
063 310007600,547,,VISTAMONT AVE,,,1613
063 310007702,541,,VISTAMONT AVE,,,3117
063 310007800,537,,VISTAMONT AVE,,,1918
063 310007900,529,,WOODMONT AVE,,,1510
063 310008000,527,,WOODMONT AVE,,,1914
063 310008100,525,,WOODMONT AVE,,,2256
063 310008200,541,,WOODMONT AVE,,,2083
063 310008300,520,,VISTAMONT AVE,,,2000
063 310008400,530,,VISTAMONT AVE,,,1809
063 310008500,540,,VISTAMONT AVE,,,2101
063 310008600,550,,VISTAMONT AVE,,,2250
063 310008700,560,,VISTAMONT AVE,,,1803
063 310008800,568,,VISTAMONT AVE,,,1820
063 310008900,570,,VISTAMONT AVE,,,2107
063 310009000,574,,VISTAMONT AVE,,,2286
063 310009100,576,,VISTAMONT AVE,,,2395
063 310009200,5,,WOODMONT CT,,,2702
063 310009300,563,,WOODMONT AVE,,,2502
063 310009400,561,,WOODMONT AVE,,,2604
063 310009500,4,,WOODMONT CT,,,2444
063 310009600,3,,WOODMONT CT,,,2280
063 310009700,2,,WOODMONT CT,,,2350
063 310009800,1,,WOODMONT CT,,,1990
063 310009900,551,,WOODMONT AVE,,,2111
063 310010000,0,,WILDCAT CANYON RD,,,0
063 310010100,601,,VISTAMONT AVE,,,1190
063 310010200,605,,VISTAMONT AVE,,,2364
063 310010300,27,,ROSEMONT AVE,,,2069
063 310010400,29,,ROSEMONT AVE,,,924
063 311000100,2,,ROSEMONT AVE,,,1311
063 311000200,600,,WOODMONT AVE,,,4065
063 311000403,620,,WOODMONT AVE,,,2172
063 311000500,630,,WOODMONT AVE,,,2623
063 311000600,636,,WOODMONT AVE,,,2162
063 311000700,640,,WOODMONT AVE,,,1999
063 311000800,642,,WOODMONT AVE,,,2048
063 311000900,656,,WOODMONT AVE,,,784
063 311001000,660,,WOODMONT AVE,,,1564
063 311001100,664,,WOODMONT AVE,,,2164
063 311001200,666,,WOODMONT AVE,,,1356
063 311001700,5,,SUNSET LN,,,2761
063 311001800,779,,CRESTON RD,,,1355
063 311001900,775,,CRESTON RD,,,2243
063 311002000,771,,CRESTON RD,,,1233
063 311002200,769,,CRESTON RD,,,1574
063 311002300,767,,CRESTON RD,,,1356
063 311002400,759,,CRESTON RD,,,1765
063 311002500,755,,CRESTON RD,,,1453
063 311002600,747,,CRESTON RD,,,2199
063 311002900,731,,CRESTON RD,,,1768
063 311003000,727,,CRESTON RD,,,1948
063 311003100,725,,CRESTON RD,,,1566
063 311003200,721,,CRESTON RD,,,2401
063 311003400,701,,CRESTON RD,,,1785
063 311003500,699,,CRESTON RD,,,1952
063 311003600,689,,CRESTON RD,,,2100
063 311003700,679,,CRESTON RD,,,1899
063 311003800,675,,CRESTON RD,,,2945
063 311003901,0,,CRESTON RD,,,0
063 311003904,715,,CRESTON RD,,,4875
063 311004000,649,,CRESTON RD,,,3267
063 311004100,0,,CRESTON RD,,,0
063 311004200,0,,CRESTON RD,,,0
063 311004300,647,,CRESTON RD,,,1958
063 311004800,635,,CRESTON RD,,,2507
063 311004900,6,,ROSEMONT AVE,,,2214
063 311005000,8,,ROSEMONT AVE,,,2425
063 311005100,10,,ROSEMONT AVE,,,1700
063 311005200,600,,VISTAMONT AVE,,,2838
063 311005302,608,,VISTAMONT AVE,,,0
063 311005401,616,,VISTAMONT AVE,,,1971
063 311005402,612,,VISTAMONT AVE,,,1456
063 311005500,626,,VISTAMONT AVE,,,1950
063 311005601,647,,WOODMONT AVE,,,3372
063 311005602,651,,WOODMONT AVE,,,5210
063 311005705,650,,VISTAMONT AVE,,,2477
063 311005706,0,,WOODMONT AVE,,,0
063 311005707,657,,WOODMONT AVE,,,4363
063 311005800,661,,WOODMONT AVE,,,2956
063 311005900,669,,WOODMONT AVE,,,2597
063 311006002,629,,WOODMONT AVE,,,1600
063 311006101,625,,WOODMONT AVE,,,3118
063 311006102,615,,WOODMONT AVE,,,5228
063 311006201,605,,WOODMONT AVE,,,5332
063 311006402,611,,VISTAMONT AVE,,,2080
063 311006404,613,,VISTAMONT AVE,,,1595
063 311006405,610,,WILDCAT CANYON RD,,,1600
063 311006406,615,,VISTAMONT AVE,,,1765
063 311006602,632,,WILDCAT CANYON RD,,,2501
063 311006700,636,,WILDCAT CANYON RD,,,2128
063 311006800,651,,VISTAMONT AVE,,,2718
063 311006900,655,,VISTAMONT AVE,,,1871
063 311007000,652,,WILDCAT CANYON RD,,,2114
063 311007100,657,,VISTAMONT AVE,,,2107
063 311007200,659,,VISTAMONT AVE,,,1272
063 311007300,661,,VISTAMONT AVE,,,2067
063 311007400,665,,VISTAMONT AVE,,,1527
063 311007500,667,,VISTAMONT AVE,,,1160
063 311007600,669,,VISTAMONT AVE,,,2130
063 311007700,671,,WOODMONT AVE,,,1889
063 311007800,673,,WOODMONT AVE,,,1769
063 311007900,677,,WOODMONT AVE,,,1546
063 311008000,681,,WOODMONT AVE,,,1968
063 311008101,687,,WOODMONT AVE,,,2308
063 311008200,691,,WOODMONT AVE,,,1083
063 311008300,55,,SUNSET LN,,,1148
063 311008500,65,,SUNSET LN,,,2297
063 311008600,0,,SUNSET LN,,,0
063 311008700,69,,SUNSET LN,,,1527
063 311008800,670,,WILDCAT CANYON RD,,,3120
063 311008900,664,,WILDCAT CANYON RD,,,4412
063 311009000,662,,WILDCAT CANYON RD,,,1640
063 311009100,660,,WILDCAT CANYON RD,,,1608
063 311009200,658,,WILDCAT CANYON RD,,,3350
063 311009300,648,,WILDCAT CANYON RD,,,2600
063 311009400,636,,WILDCAT CANYON RD,,A,899
